?virusCode	?virusName	?virusType	?trait
"EBVB9"	"Epstein-Barr virus "@en	"dsDNA"@en	"Enveloped, spherical to pleomorphic, 150-200 nm in diameter. Capsid consists of 162 capsomers and is surrounded by an amorphous tegument. Glycoproteins complexes are embedded in the lipid envelope."@en
